;Kingdom;Phylum;Class;Order;Family;Genus;Species
ASV1578;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;NA
ASV1579;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;Puniceispirillales Incertae Sedis;Constrictibacter;NA
ASV1580;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
ASV1581;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavitalea;NA
ASV1582;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV1583;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Paludisphaera;NA
ASV1584;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;NA
ASV1585;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pseudogracilibacillus;NA
ASV1586;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;NA
ASV1587;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
ASV1588;Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI 0001001-H03;NA
ASV1589;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae;Planctopirus;NA
ASV1590;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella;NA
ASV1591;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV1592;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;NA
ASV1593;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis;NA
ASV1594;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA
ASV1595;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Alsobacter;metallidurans
ASV1596;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;NA
ASV1597;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;NA
ASV1598;Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Aridibacter;NA
ASV1599;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV1600;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus;NA
ASV1601;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;NA
ASV1602;Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;NA
ASV1603;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;NA
ASV1604;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
ASV1605;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;NA
ASV1606;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;NA
ASV1607;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;OLB13;NA
ASV1608;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Bacteriovorax;NA
ASV1609;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;NA
ASV1610;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;NA
ASV1611;Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;NA
ASV1612;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;NA;NA
ASV1613;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;NA
ASV1614;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
ASV1615;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
ASV1616;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;NA;NA
ASV1617;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA;NA
ASV1618;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;wooponensis
ASV1619;Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;NA
ASV1620;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus;NA
ASV1621;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;NA
ASV1622;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
ASV1623;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;NA;NA;NA
ASV1624;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;NA
ASV1625;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
ASV1626;Bacteria;Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;NA;NA
ASV1627;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;NA;NA
ASV1628;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA
ASV1629;Bacteria;Patescibacteria;ABY1;Candidatus Magasanikbacteria;NA;NA;NA
ASV1630;Bacteria;Chloroflexi;Anaerolineae;SBR1031;NA;NA;NA
ASV1631;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodopseudomonas;NA
ASV1632;Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;NA
ASV1633;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;NA
ASV1634;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;NA;NA
ASV1635;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia;NA
ASV1636;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;sarveparensis
ASV1637;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;butyricum
ASV1638;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus;NA
ASV1639;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga;NA
ASV1640;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
ASV1641;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA
ASV1642;Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;NA;NA
ASV1643;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
ASV1644;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;NA;NA;NA
ASV1645;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;NA
ASV1646;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA
ASV1647;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;NA;NA
ASV1648;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Catenuloplanes;NA
ASV1649;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga;NA
ASV1650;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
ASV1651;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;NA;NA
ASV1652;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;NA
ASV1653;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA;NA
ASV1654;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV1655;Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter;NA
ASV1656;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;NA;NA
ASV1657;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;NA;NA
ASV1658;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis;NA
ASV1659;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
ASV1660;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aminobacter;NA
ASV1661;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis;NA
ASV1662;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;NA
ASV1663;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;NA
ASV1664;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Thermobacillus;NA
ASV1665;Bacteria;Proteobacteria;Alphaproteobacteria;Caedibacterales;Caedibacteraceae;Caedibacter;NA
ASV1666;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus;NA
ASV1667;Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;NA
ASV1668;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;NA;NA;NA
ASV1669;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;NA
ASV1670;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;NA
ASV1671;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;NA;NA
ASV1672;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group;NA
ASV1673;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;NA;NA
ASV1674;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Haliscomenobacter;NA
ASV1675;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
ASV1676;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;NA;NA;NA
ASV1677;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;NA
ASV1678;Bacteria;Proteobacteria;Gammaproteobacteria;R7C24;NA;NA;NA
ASV1679;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
ASV1680;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudochrobactrum;NA
ASV1681;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;NA;NA;NA
ASV1682;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;C1-B045;NA
ASV1683;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
ASV1684;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;tamworthensis
ASV1685;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;OLB12;NA
ASV1686;Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;NA
ASV1687;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;NA;NA
ASV1688;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;NA
ASV1689;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
ASV1690;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;taiwanensis
ASV1691;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Anaerococcus;NA
ASV1692;Bacteria;Planctomycetota;vadinHA49;NA;NA;NA;NA
ASV1693;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;NA;NA
ASV1694;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;NA
ASV1695;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;NA
ASV1696;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
ASV1697;Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;NA
ASV1698;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;NA
ASV1699;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseolinea;NA
ASV1700;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga;NA
ASV1701;Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;NA
ASV1702;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;NA;NA
ASV1703;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Paludisphaera;NA
ASV1704;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA;NA
ASV1705;Bacteria;Patescibacteria;Berkelbacteria;NA;NA;NA;NA
ASV1706;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;NA
ASV1707;Bacteria;Desulfobacterota;Desulfuromonadia;PB19;NA;NA;NA
ASV1708;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
ASV1709;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Cavicella;NA
ASV1710;Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;NA
ASV1711;Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;Oligoflexus;NA
ASV1712;Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;NA
ASV1713;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;NA;NA
ASV1714;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;NA
ASV1715;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;NA;NA
ASV1716;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;NA
ASV1717;Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;NA;NA
ASV1718;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Amphiplicatus;NA
ASV1719;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA;NA
ASV1720;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;NA
ASV1721;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
ASV1722;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA
ASV1723;Bacteria;Chloroflexi;TK10;NA;NA;NA;NA
ASV1724;Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiales Incertae Sedis;Motilibacter;NA
ASV1725;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;OLB13;NA
ASV1726;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;NA
ASV1727;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae;Planctopirus;NA
ASV1728;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;NA
ASV1729;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;NA;NA;NA
ASV1730;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV1731;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;NA
ASV1732;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;NA
ASV1733;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;NA;NA
ASV1734;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;NA
ASV1735;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis;NA
ASV1736;Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;NA;NA
ASV1737;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
ASV1738;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;NA
ASV1739;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;NA
ASV1740;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA;NA
ASV1741;Bacteria;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;NA
ASV1742;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;NA;NA;NA
ASV1743;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;NA
ASV1744;Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;NA
ASV1745;Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;NA
ASV1746;Bacteria;Chloroflexi;KD4-96;NA;NA;NA;NA
ASV1747;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;PMMR1;NA
ASV1748;Bacteria;Chloroflexi;Anaerolineae;SBR1031;NA;NA;NA
ASV1749;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;NA
ASV1750;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;NA
ASV1751;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;NA;NA
ASV1752;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;NA;NA
ASV1753;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Neochlamydia;NA
ASV1754;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;NA;NA
ASV1755;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;BIyi10;NA
ASV1756;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV1757;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV1758;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA
ASV1759;Bacteria;Proteobacteria;Alphaproteobacteria;Ferrovibrionales;Taonella;NA;NA
ASV1760;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;NA
ASV1761;Bacteria;Armatimonadota;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas;NA
ASV1762;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV1763;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA;NA
ASV1764;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;NA
ASV1765;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Ellin6055;NA
ASV1766;Bacteria;Actinobacteriota;Actinobacteria;PeM15;NA;NA;NA
ASV1767;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;NA
ASV1768;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;NA;NA
ASV1769;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;lignilitoris
ASV1770;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;NA
ASV1771;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;NA
ASV1772;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;NA
ASV1773;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA;NA
ASV1774;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;NA
ASV1775;Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Blastocatella;NA
ASV1776;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;NA;NA
ASV1777;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;NA;NA
ASV1778;Bacteria;Patescibacteria;Gracilibacteria;NA;NA;NA;NA
ASV1779;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;NA;NA
ASV1780;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;NA
ASV1781;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Falsibacillus;NA
ASV1782;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;NA
ASV1783;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
ASV1784;Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;NA;NA;NA
ASV1785;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA;NA
ASV1786;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Candidatus Protochlamydia;NA
ASV1787;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;NA
ASV1788;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;NA
ASV1789;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus;NA
ASV1790;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV1791;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;NA
ASV1792;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae;Planctopirus;NA
ASV1793;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV1794;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA;NA
ASV1795;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;NA
ASV1796;Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;NA;NA
ASV1797;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;NA;NA
ASV1798;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;NA
ASV1799;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
ASV1800;Bacteria;Chloroflexi;Ktedonobacteria;C0119;NA;NA;NA
ASV1801;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV1802;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin517;NA
ASV1803;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis;NA
ASV1804;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;A0839;NA;NA
ASV1805;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA
ASV1806;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;NA
ASV1807;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;NA
ASV1808;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;NA
ASV1809;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;NA
ASV1810;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;NA;NA
ASV1811;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophaga;NA
ASV1812;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;NA
ASV1813;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus;NA
ASV1814;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus Alysiosphaera;NA
ASV1815;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;NA
ASV1816;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;NA
ASV1817;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;NA
ASV1818;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Jeotgalicoccus;NA
ASV1819;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Phreatobacter;NA
ASV1820;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia;NA
ASV1821;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;NA
ASV1822;Bacteria;NA;NA;NA;NA;NA;NA
ASV1823;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;NA
ASV1824;Bacteria;Chloroflexi;OLB14;NA;NA;NA;NA
ASV1825;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;NA
ASV1826;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;NA;NA
ASV1827;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;NA;NA
ASV1828;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;atraurantiacus
ASV1829;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;NA
